date,title,link,desc
21.03.2016,Çarşambaya kadar yaz sonra yine kış!,http://www.radikal.com.tr/turkiye/carsambaya-kadar-yaz-sonra-yine-kis-1533803,"
Bu hafta çarşambaya kadar yazı yaşayacağız. Hava sıcaklıkları mevsim normallerinin çok üzerine çıkacak. Çarşambadan sonra ise sıcaklıklar yine düşecek ve kışı yaşayacağız. Baharı ise Nisan ayının başlarından itibaren yaşamaya başlayacağız."
21.03.2016,İmam baba şehit polis oğlunun cenaze namazını kıldırdı,http://www.radikal.com.tr/turkiye/imam-baba-sehit-polis-oglunun-cenaze-namazini-kildirdi-1533970,Şırnak'ta şehit olan Özel Harekat Polisi 28 yaşındaki Emre Beker'in cenazesi memleketi Çorum'da yaklaşık 10 bin kişinin katıldığı bir törenle toprağa verildi. Şehidin cenaze namazını imam olan babası Uğur Beker kıldırdı.
21.03.2016,Kızının arkadaşını tacizle suçlanan babaya 6 yıl 8 ay hapis,http://www.radikal.com.tr/turkiye/kizinin-arkadasini-tacizle-suclanan-babaya-6-yil-8-ay-hapis-1533945,"Evlerine gelen kızının arkadaşı 15 yaşındaki N.T.'yi taciz ettiği suçlamasıyla tutuksuz yargılanan Fikret Y., 6 yıl 8 ay hapis cezasına çarptırıldı."
21.03.2016,Okullara 'kodlama' dersi geliyor,http://www.radikal.com.tr/turkiye/okullara-kodlama-dersi-geliyor-1533928,"Milli Eğitim Bakanlığınca (MEB), ortaokullardaki ""kodlama"" içerikli bilişim teknolojileri dersinin müfredatının güncellenmesi için çalışmalara başlandı."
21.03.2016,Boydak'ların itirazına ret,http://www.radikal.com.tr/turkiye/boydaklarin-itirazina-ret-1533876,Boydak Holding yöneticileri Hacı Boydak ile Memduh Boydak'ın tutukluluk hallerine yapılan itiraz reddedildi.
21.03.2016,"Kavgaya tutuştu, yükünü yola boşalttı",http://www.radikal.com.tr/turkiye/kavgaya-tutustu-yukunu-yola-bosaltti-1533836,"Kartal Sahil Yolu'nda başka sürücüyle kavgaya tutuşan kamyon şoförü, araçların geçini engellemek için taşıdığı toprağı yola boşalttı."
21.03.2016,İmam hatip lisesinde isim krizi,http://www.radikal.com.tr/turkiye/imam-hatip-lisesinde-isim-krizi-1533801,"Karamürsel İmam Hatip Lisesi'nin adı değiştirilerek Milli Eğitim Bakanı Nabi Avcı'nın arkadaşı yazarın ismi verildi. Bağışçı tepki gösterip, durum Cumhurbaşkanı Tayyip Erdoğan'a kadar iletilince değişiklikten vazgeçildi. "
20.03.2016,Bir ilde daha 'terör' alarmı!,http://www.radikal.com.tr/turkiye/bir-ilde-daha-teror-alarmi-1533083,"Ankara ve İstanbul'da meydana gelen bombalı saldırıların ardından Erzurum Emniyet Müdürlüğü, meydana gelecek olası eylemlerin önüne geçmek için kentteki güvenlik tedbirlerini artırdı."
20.03.2016,HDP'li vekillerin 'kimyasal silah' iddiası için açıklama,http://www.radikal.com.tr/turkiye/hdpli-vekillerin-kimyasal-silah-iddiasi-icin-aciklama-1533067,Yüksekova'daki operasyonlar sırasında kimyasal silah kullanıldığı iddialarına ilişkin olarak Hakkari Valiliği'nden açıklama geldi
20.03.2016,İstanbul'da böyle trafik görülmedi!,http://www.radikal.com.tr/turkiye/istanbulda-boyle-trafik-gorulmedi-1533066,İstiklal Caddesi'ndeki bombalı saldırının ardından bugün İstanbul'da adeta yollar bomboş. Trafik yoğunluğu yüzde 6 düzeyinde.
20.03.2016,Taksim patlaması sonrası İstanbul,http://www.radikal.com.tr/turkiye/taksim-patlamasi-sonrasi-istanbul-1533064,İstiklal Caddesi'nde dün yapılan bombalı saldırı sonrasında Taksim bütün gün yaya ve araç trafiğine kapatıldı. Polisin yoğun güvenlik önlemi aldığı Taksim ve çevresinde turistler otellere kapandı. Taksim saldırısı sırasında Nişantaşı'nda da bir bombanın patladığı yönündeki iddialar Nişantaşı sokaklarının boşalmasına neden oldu. Cumartesi günleri tıklım tıklım olan Beşiktaş'ta ise eğlence mekanlarındaki rezervasyonlar iptal edildi.
20.03.2016,Bombayı taşıyan konuştu!,http://www.radikal.com.tr/turkiye/bombayi-tasiyan-konustu-1533043,"Ankara'daki bombalı araç saldırısıyla ilgili soruşturmada tutuklanan 6 şüphelinin, uzun süredir birbirlerini tanıdıkları ortaya çıktı. İfadelere göre zanlıların tamamı birbiriyle arkadaş ve akraba..."
20.03.2016,"Ozan Can ile Ali Deniz'in fotoğrafının inanılmaz öyküsü
",http://www.radikal.com.tr/turkiye/ozan-can-ile-ali-denizin-fotografinin-inanilmaz-oykusu-1533041,Ali Deniz 10 Ekim'de barış mitingi için gittiği Ankara Garı'nda IŞİD'in terör saldırısında hayatını kaybetti. Ozan Can ise Ankara Kızılay'da TAK'ın saldırısında aynı kaderi paylaştı. İşte son Ankara saldırısından sonra basına yansıyan Ozan ile Ali'nin o fotoğrafının hikayesi...
20.03.2016,"Beton mikseri dehşet saçtı 
",http://www.radikal.com.tr/turkiye/beton-mikseri-dehset-sacti-1533037,"İstanbul Tuzla'da sürücünün kontrolünden çıkan beton mikseri önce bir okul servisine ardından park halindeki araçlara çarptı.
"
20.03.2016,İki ülkeden İstanbul uyarısı!,http://www.radikal.com.tr/turkiye/iki-ulkeden-istanbul-uyarisi-1533034,"İstanbul patlamasından sonra Almanya vatandaşlarını 'otellerinden çıkmamaları' konusunda uyarırken, saldırıda 3 vatandaşı hayatını kaybeden 11 vatandaşı da yaralanan İsrail, İstanbul Başkonsolosluğu'na talimat verdi: Personeli takviye edin."
19.03.2016,Beyaz Saray'dan açıklama: 2'si ABD vatandaşı,http://www.radikal.com.tr/turkiye/beyaz-saraydan-aciklama-2si-abd-vatandasi-1533017,ABD'den yapılan açıklamada saldırılarda ölen 3 İsrail vatandaşının 2'sinin aynı zamanda ABD çifte vatandaşı olduğu belirtildi
19.03.2016,"Başbakan Davutoğlu'ndan, İsrail ve İran'a taziye mesajı",http://www.radikal.com.tr/turkiye/basbakan-davutoglundan-israil-ve-irana-taziye-mesaji-1533014,"Başbakan Ahmet Davutoğlu, canlı bomba saldırısı nedeniyle hayatını kaybedenler için İsrail Başbakanı Netanyahu'ya ve İran Cumhurbaşkanı 1. Yardımcısı Cihangiri'ye birer taziye mesajı gönderdi"
19.03.2016,Ankara saldırısıyla ilgili tutuklananların ifadeleri ortaya çıktı,http://www.radikal.com.tr/turkiye/ankara-saldirisiyla-ilgili-tutuklananlarin-ifadeleri-ortaya-cikti-1533002,"Ankara'daki saldırıyla ilgili tutuklanan şüphelilerden saldırının planlayıcısı olduğu belirtilen Vahit Ayçil'in kardeşi Uğur Ayçil, ""Bize geldiklerinde Seher'in canlı bomba olduğundan haberdar değildim. Özgün Ünsal da benim çocukluk arkadaşımdır, ara ara Ankara'daki evlerinde kaldığım olmuştur"" dedi."
19.03.2016,Beyoğlu esnafı saldırının gerçekleştiği noktada: Alışmayacağız,http://www.radikal.com.tr/turkiye/beyoglu-esnafi-saldirinin-gerceklestigi-noktada-alismayacagiz-1532995,"İstanbul Taksim'de gerçekleştirilen bombalı saldırıya tepki göstermek isteyen esnaf, saldırının olduğu yerde olayı dövizlerle protesto etti."
19.03.2016,"Savcılık, Taksim saldırısıyla ilgili yayın yasağını kaldırdı",http://www.radikal.com.tr/turkiye/savcilik-taksim-saldirisiyla-ilgili-yayin-yasagini-kaldirdi-1532983,"İstanbul Cumhuriyet Başsavcılığı Terör ve Örgütlü Suçlar Soruşturma Bürosunca, İstiklal Caddesi'ndeki patlamaya ilişkin soruşturma dosyası kapsamında yayın yasağını kaldırıldı."
19.03.2016,Konya'da sondaj faciası: 4 ölü,http://www.radikal.com.tr/turkiye/konyada-sondaj-faciasi-4-olu-1532982,"Konya'da sondaj için hazırladıkları el yapımı patlayıcı infilak etti, baba ve 3 oğlu öldü."
19.03.2016,AK Parti: Twitter'da 'Keşke yaralanmayıp hepsi ölseydi' yazan üyesini ihraç ediyor,http://www.radikal.com.tr/turkiye/ak-parti-twitterda-keske-yaralanmayip-hepsi-olseydi-yazan-uyesini-ihrac-ediyo-1532967,"AK Parti Eyüp İlçe Kadın Kolları Başkanı Hatice Yücel, İstiklal Caddesi'ndeki canlı bomba patlamasında yaralanan İsrail vatandaşları için, Twitter'dan ""Keşke yaralanmayıp hepsi ölseydi"" yazdığı öne sürülen üyelerini ihraç edeceklerini açıkladı."
19.03.2016,Vali Şahin: Taksim saldırısının Almanya Konsolosluğu uyarısıyla ilgisi yok,http://www.radikal.com.tr/turkiye/vali-sahin-taksim-saldirisinin-almanya-konsoloslugu-uyarisiyla-ilgisi-yok-1532963,"İstanbul Valisi Vasip Şahin, yaralıları ziyareti sonrası yaptığı açıklamada, Türkiye'deki dış temsilciliklerin hafta içi yaptığı uyarılarla ilgili bir soru üzerine, ""Konsolosluk uyarısıyla bu saldırının alakası yok"" dedi."
20.03.2016,Bakırköy'de Nevruz kovalamacası,http://www.radikal.com.tr/turkiye/bakirkoyde-nevruz-kovalamacasi-1533038,Bakırköy'de düzenlenmek istenen nevruz etkinliği nedeniyle polis ekipleri yoğun güvenlik önlemi aldı.
20.03.2016,Terminal İstanbul!,http://www.radikal.com.tr/turkiye/terminal-istanbul-1532881,"371 gündür Atatürk Havalimanı'nda bir odada tutulan Suriyeli mülteci Fadi Mansur konuştu: Çok yorgunum. 70 yaşında gibi birkaç metre yürüdüğümde bitkin düşüyorum. Oysa hayatı seviyorum. Bu yüzden savaştan kaçtım ve bu yüzden Avrupa'ya denizden gitmeye çalışmadım. Ama bu kâbusu yaşayacağıma keşke denizde boğulsaydım! Haber yayınlandıktan sonra, Mansur'un Türkiye'ye girişi onaylandı. Mansur, mahkeme kararını Adana Geri Gönderme Merkezinde bekleyecek."
19.03.2016,Taksim'deki canlı bombanın M.Ö. olduğu öne sürüldü,http://www.radikal.com.tr/turkiye/taksimdeki-canli-bombanin-m-o-oldugu-one-suruldu-1533011,İstiklal Caddesinde 4 kişinin ölümü 39 kişinin ise yaralanmasına neden olan canlı bombanın 'terör nitelikli kayıp şahıs' olarak aranan M.Ö. olduğu öne sürüldü. M.Ö.'nün babasından DNA eşleştirmesi için örnekler alındı. Canlı bombanın S.Y. olduğu öne sürülmüş ve ailesinden kan örnekleri alınmıştı.
19.03.2016,Taksim'deki saldırıda amatör futbolcu da yaralandı,http://www.radikal.com.tr/turkiye/taksimdeki-saldirida-amator-futbolcu-da-yaralandi-1532988,"Tophane Tayfunspor'un U16 takımında forma giyen Birol Görgüç'ün Taksim'deki bombalı saldırıda ağır yaralandığı, bu nedenle takımının bugün oynayacağı maçın ertelendiği öğrenildi."
19.03.2016,İstiklal Caddesi yaya trafiğine açıldı,http://www.radikal.com.tr/turkiye/istiklal-caddesi-yaya-trafigine-acildi-1532973,Canlı bomba saldırısı sonrası polisin güvenlik çemberine alıp kapattığı İstiklal Caddesi 7 saat sonra yaya trafiğine açıldı.
19.03.2016,Canlı bomba' şüphelisi S.Y. için babasından DNA örneği alındı,http://www.radikal.com.tr/turkiye/canli-bomba-suphelisi-s-y-icin-babasindan-dna-ornegi-alindi-1532957,İstiklal Caddesi saldırısın gerçekleştirdiği öne sürülen S.Y.'nin Adana'da oturan babasından DNA eşleştirmesi için kan örneği alındı.
20.03.2016,TEM'de şüpheli araç alarmı,http://www.radikal.com.tr/turkiye/temde-supheli-arac-alarmi-1533302,TEM'de polis kontrol noktasında 'Dur' ihtarına uymayarak kaçan otomobil kovalamaca ardından yakalanırken araçta bulunan 3 kişi gözaltına alındı. Şüphelilerin içerisinde bulunduğu araç arama yapılmak üzere emniyet müdürlüğü otoparkına çekildi
20.03.2016,"TEM otoyolunda şüpheli otomobilde arama: 3 gözaltı
",http://www.radikal.com.tr/turkiye/tem-otoyolunda-supheli-otomobilde-arama-3-gozalti-1533298,"TEM otoyolunun Bolu kesiminde durdurulan şüpheli otomobilde arama yapıldı, araçtaki 3 kişi gözaltına alındı.
"
20.03.2016,Cumhurbaşkanlığı Köşkü'nde olağanüstü hareketlilik,http://www.radikal.com.tr/turkiye/cumhurbaskanligi-koskunde-olaganustu-hareketlilik-1533285,"Cumhurbaşkanı Tayyip Erdoğan'ı takip eden gazeteciler Tarabya Köşkü önünden uzaklaştırılırken, köşke, yoğun misafir girişi dikkat çekti. Erdoğan'ın kızı Sümeyye Erdoğan ile Selçuk Bayraktar arasındaki nişan töreni, Selçuk Bayraktar'ın babası Özdemir Bayraktar'ın rahatsızlığı nedeniyle ertelenmişti."
20.03.2016,Batman'da Demirtaş'ın katılacağı nevruza müdahale,http://www.radikal.com.tr/turkiye/batmandademirtasin-katilacagi-nevruza-mudahale-1533273,Batman Valiliği'nin yasak kararına rağmen nevruz kutlaması yapmakta ısrar eden HDP'liler ile güvenlik güçleri arasında olaylar çıktı. Gösterici grupların taş ve havai fişekler kullandığı olaylarda polis basınçlı su ve göz yaşartıcı gazla müdahale etti.
20.03.2016,Sınava gireceği gün terasta cesedi bulundu,http://www.radikal.com.tr/turkiye/sinava-girecegi-gun-terasta-cesedi-bulundu-1533261,"Samsun'da bu sabah açık öğretim lisesi sınavına girecek olan 26 yaşındaki Samet Aker, arkadaşının evinin terasında ölü bulundu. Aker'in ölüm nedeni, otopsinin ardından belirlenecek.
"
20.03.2016,Düğün dönüşü facia,http://www.radikal.com.tr/turkiye/dugun-donusu-facia-1533254,"Kayseri'de, içerisinde düğünden dönenlerin bulunduğu hafif ticari araç takla atarak şarampole yuvarlandı. Kazada, biri 9 aylık bebek, 2 kişi öldü, 4'ü çocuk 9 kişi de yaralandı."
20.03.2016,CHP'li gençler barış için 'sustu',http://www.radikal.com.tr/turkiye/chpli-gencler-baris-icin-sustu-1533235,"İzmir'de CHP'li gençler, Ankara Kızılay ve İstanbul İstiklal Caddesi'ndeki patlamaları protesto etmek için ağızlarını siyah bantla kapattı ve ""Barışa susuyoruz"" dedi."
20.03.2016,Kilis'te soba iki can aldı,http://www.radikal.com.tr/turkiye/kiliste-soba-iki-can-aldi-1533219,Kilis'te karbonmonoksit zehirlenmesi: 2 ölü - Sobadan sızan karbonmonoksit gazından zehirlenen babaanne ve torunu hayatını kaybetti
20.03.2016,İstanbul'da şüpheli araç alarmı!,http://www.radikal.com.tr/turkiye/istanbulda-supheli-arac-alarmi-1533199,"Atatürk Havalimanı otoparkında polis, şüpheli bir araç tespit etti. Ancak araçta yapılan aramada tehlikeli bir duruma rastlanmadı."
20.03.2016,Nusaybin ve Şırnak'ta 2 şehit,http://www.radikal.com.tr/turkiye/nusaybin-ve-sirnakta-2-sehit-1533197,"Nusaybin'deki saldırıda 1 polis şehit oldu, 7 güvenlik görevlisi de yaralandı. Bugün bir şehit haberi de Şırnak'tan geldi. 
"
20.03.2016,İsrailli ölü ve yaralılar ülkelerine gönderildi,http://www.radikal.com.tr/turkiye/israilli-olu-ve-yaralilar-ulkelerine-gonderildi-1533169,"Taksim'de meydana gelen bombalı saldırıda hayatını kaybeden 3 İsrail vatandaşının cenazesi ile yaralı 5 İsrailli, özel askeri uçakla ülkelerine gönderildi. Saldırıdan yaralı olarak kurtulan bir kadın da sedye üzerinde gözyaşlarına hakim olamadı.
"
20.03.2016,Nevruz için 200 bin polis ve asker görev yapıyor,http://www.radikal.com.tr/turkiye/nevruz-icin-200-bin-polis-ve-asker-gorev-yapiyor-1533163,"İçişleri Bakanı Efkan Ala, 3 önemli konuda açıklama yaptı. Ala, Taksim saldırısını gerçekleştiren canlı bomba Mehmet Öztürk'ün IŞİD bağlantılı olduğunu söyledi. Ala, iddiaların aksine Öztürk hakkında arama kaydığı olmadığını söylemesi de dikkat çekti."
20.03.2016,Siverek'te Nevruz gerginliği: 15 gözaltı,http://www.radikal.com.tr/turkiye/siverekte-nevruz-gerginligi-15-gozalti-1533142,"
Siverek'te Nevruz'u kutlamak için toplanan gruba polis müdahalesi sonucu 15 kişi gözaltına alındı."
20.03.2016,Feyza'ya veda: Ölüm de dostluğa dahilmiş,http://www.radikal.com.tr/turkiye/feyzaya-veda-olum-de-dostluga-dahilmis-1533141,"Ankara Güven Park'taki saldırıda yaşamını kaybeden Feyza Acısu'nun arkadaşı Elif Kayalar, yazdığı bir yazıyla dostuna veda etti."
20.03.2016,İsraillilerin cenazesi ülkelerine gönderiliyor,http://www.radikal.com.tr/turkiye/israillilerin-cenazesi-ulkelerine-gonderiliyor-1533117,"Beyoğlu'ndaki patlamada ölen İsrail vatandaşlarının cenazelerinin Adli Tıp Kurumu'ndan alınarak ülkelerine gönderilmek üzere havaalanına götürüldü.
"
20.03.2016,İstanbul'daki canlı bombanın kim olduğu kesinleşti!,http://www.radikal.com.tr/turkiye/istanbuldaki-canli-bombanin-kim-oldugu-kesinlesti-1533098,Canlı bombanın Mehmet Öztürk olduğu DNA testiyle kesinleşti...
20.03.2016,Şehit uzman çavuşlar için Mardin'de tören,http://www.radikal.com.tr/turkiye/sehit-uzman-cavuslar-icin-mardinde-toren-1533237,"Mardin'in Nusaybin İlçesi'nde şehit olan uzman çavuşlar Bilal Kurtoğlu ve Süleyman İyikul'un cenazeleri, Mardin'de düzenlenen cenaze töreni ardından toprağa verilmek üzere memleketleri Hatay ve Diyarbakır'a uğurlandı."
20.03.2016,Patlama selfiesi!,http://www.radikal.com.tr/turkiye/patlama-selfiesi-1533200,"Beyoğlu İstiklal Caddesi'nde dün canlı bomba saldırısının gerçekleştiği yere Türk bayrakları asıldı, karanfiller ve ""Korkmuyoruz"" yazılı kartonlar bırakıldı. Patlama noktasında selfie çeken vatandaşların çokluğu da dikkat çekti.
 "
20.03.2016,Şehit polise Malatya'da son veda,http://www.radikal.com.tr/turkiye/sehit-polise-malatyada-son-veda-1533185,"Şehit özel haraket polisi Oğuzhan Günaydın son yolculuğuna uğurlandı.Şehidin annesinin ""Sen ölmedin beni kandırıyorsun"" diyerek ağıt yakması törene katılanları ağlattı."
20.03.2016,Atatürk Havalimanı'nda korkutan uyarı,http://www.radikal.com.tr/turkiye/ataturk-havalimaninda-korkutan-uyari-1533153,"Atatürk Havalimanı'na iniş yapan bir yolcu uçağının altından kameralı insansız hava aracı olarak bilinen drone geçti. Pilotun durumu kule görevlisini uyarması kayıtlara yansıdı.
 "
20.03.2016,Adana'da Nevruz'a TOMA'lı müdahale,http://www.radikal.com.tr/turkiye/adanada-nevruza-tomali-mudahale-1533119,Adana'da Nevruz kutlaması için toplanan ve aralarında HDP Milletvekili Meral Danış Beştaş'ın bulunduğu gruba polis tazyikli su ve gazlı müdahalede bulundu. Polis müdahalesi sonrası Fırat Mahallesi'nde toplananlar halaylar çekerek Nevruz'u kutladı.
20.03.2016,"Tahir Elçi soruşturması: 150'ye yakın mermi isabet eden işyerinde 3 çekirdek bulundu
",http://www.radikal.com.tr/turkiye/tahir-elci-sorusturmasi-150ye-yakin-mermi-isabet-eden-isyerinde-3-cekirdek-bulu-1533097,"Diyarbakır Barosu Başkanı Tahir Elçi'nin öldürüldüğü sokakta yapılan olay yeri inceleme çalışmasının tutanağı hazırlandı. Olay yeri incelemesinde 23 parça numaralandırılmış kanıt tespit edilirken, Elçi'nin vurulduğu yerin tam karşısındaki işyerine 150'ye yakın mermi isabet etmesine rağmen 2'si tabancaya ait 3 çekirdek bulunduğu kaydedildi. Raporda olayın olduğu bölgenin çatışmalar nedeniyle olay sırasındaki özelliklerini kaybettiği belirtildi."
21.03.2016,İslahiye Emniyeti Müdürlüğü'nden polislere uyarı: Silahlarınız hazır olsun,http://www.radikal.com.tr/turkiye/islahiye-emniyeti-mudurlugunden-polislere-uyari-silahlariniz-hazir-olsun-1533488,"İslahiye İlçe Emniyet Müdürlüğü, Ankara ve İstanbul'daki bombalı saldırılar ve Nevruz kutlamaları nedeniyle telsiz anonslarında polislere çelik yelekle görev yapmaları, patlayıcı maddelere karşı dikkatli olmaları ve uzun namlulu silahların her an kullanılabilecek durumda bulunması uyarısında bulundu."
21.03.2016,Polis aracına bombalı saldırı:1 şehit,http://www.radikal.com.tr/turkiye/polis-aracina-bombali-saldiri1-sehit-1533475,"Nusaybin'de zırhlı polis aracına bombalı saldırı düzenlendi. Saldırıda ağır yaralanan bir özel harekat polisi kaldırıldığı hastanede şehit oldu.
"
21.03.2016,Haluk Şahin kalp krizi geçirdi,http://www.radikal.com.tr/turkiye/haluk-sahin-kalp-krizi-gecirdi-1533472,Gazeteci ve yazar Prof. Dr. Haluk Şahin'in dün gece kalp krizi geçirdiği öğrenildi.
21.03.2016,Sağlık Bakanlığı'ndan Taksim saldırısı açıklaması,http://www.radikal.com.tr/turkiye/saglik-bakanligindan-taksim-saldirisi-aciklamasi-1533462,İstiklal Caddesi'ndeki terör saldırısında yaralananlardan 12'sinin hastanelerdeki tedavisine devam edildiği açıklandı.
21.03.2016,Polis müdürü ile HDP'li vekil arasında ilginç diyalog,http://www.radikal.com.tr/turkiye/polis-muduru-ile-hdpli-vekil-arasinda-ilginc-diyalog-1533461,"Antalya'da Nevruz bayramınıkutlamak için bir araya gelen HDP'li grubun terör örgütü elebaşı Abdullah Öcalan için slogan atmasına sinirlenen İl Emniyet Müdür Yardımcısı Alper Bostancı, ""Açıklamanızı yapıp dağılın. Kentin göbeğinde 'Apo' diye slogan attırmam"" dedi.
"
